implementation_id,surface,functional_area,route_method,route_path,route_file,handler,view_path,layout,device_support,screen_kind,state,auth_required,rbac_permissions,facility_scope,department_scope,reachable,reachability_evidence,partials,client_js,implementation_substance,notes
ACV7-IMPL-0059,PATIENT_PORTAL,PATIENT_AUTH,GET,/clinics/:clinicKey/patient/password-updated,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/password-updated.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,SUCCESS_STATE,SUCCESS,false,,false,,REACHABLE,GET /patient/password-updated,partials/patient-header.ejs|partials/phone-field.ejs,public/activeclinic/ac-patient.js|public/activeclinic/ac-phone-field.js,FUNCTIONAL,
ACV7-IMPL-0060,PATIENT_PORTAL,PATIENT_AUTH,GET,/clinics/:clinicKey/patient/verify-phone,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/verify-phone.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,false,,false,,REACHABLE,GET /patient/verify-phone,partials/patient-header.ejs|partials/phone-field.ejs,public/activeclinic/ac-patient.js|public/activeclinic/ac-phone-field.js,FUNCTIONAL,
ACV7-IMPL-0061,PATIENT_PORTAL,PATIENT_AUTH,GET,/clinics/:clinicKey/patient/verification-success,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/verification-success.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,SUCCESS_STATE,SUCCESS,false,,false,,REACHABLE,GET /patient/verification-success,partials/patient-header.ejs|partials/phone-field.ejs,public/activeclinic/ac-patient.js|public/activeclinic/ac-phone-field.js,FUNCTIONAL,
ACV7-IMPL-0062,PATIENT_PORTAL,PATIENT_AUTH,POST,/clinics/:clinicKey/patient/login,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/login.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,STATE_VARIANT,VALIDATION_ERROR,false,,false,,CONDITIONALLY_REACHABLE,Failed login re-renders with error,,,FUNCTIONAL,
ACV7-IMPL-0063,PATIENT_PORTAL,PATIENT_AUTH,POST,/clinics/:clinicKey/patient/register,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/register.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,STATE_VARIANT,VALIDATION_ERROR,false,,false,,CONDITIONALLY_REACHABLE,Failed register re-renders,,,FUNCTIONAL,
ACV7-IMPL-0064,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/dashboard.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,POPULATED,true,,false,,CONDITIONALLY_REACHABLE,requirePatientAuth; bookings.length > 0,partials/patient-nav.ejs,public/activeclinic/ac-patient.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0065,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/dashboard-empty.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,EMPTY_STATE,EMPTY,true,,false,,CONDITIONALLY_REACHABLE,bookings.length === 0 selects dashboard-empty,partials/patient-nav.ejs,public/activeclinic/ac-patient.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0066,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient/bookings,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/bookings.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,,false,,CONDITIONALLY_REACHABLE,Patient session required,partials/patient-nav.ejs,public/activeclinic/ac-patient.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0067,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient/bookings/:reference,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/booking-detail.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,,false,,CONDITIONALLY_REACHABLE,Patient session required,partials/patient-nav.ejs,public/activeclinic/ac-patient.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0068,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient/profile,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/profile.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,,false,,CONDITIONALLY_REACHABLE,Patient session required,partials/patient-nav.ejs,public/activeclinic/ac-patient.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0069,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient/security,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/security.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,,false,,CONDITIONALLY_REACHABLE,Patient session required,partials/patient-nav.ejs,public/activeclinic/ac-patient.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0070,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient/data-boundaries,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/data-boundaries.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,,false,,CONDITIONALLY_REACHABLE,Patient session required,partials/patient-nav.ejs,public/activeclinic/ac-patient.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0071,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient/notifications,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/notifications.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,,false,,CONDITIONALLY_REACHABLE,Patient session required,partials/patient-nav.ejs,public/activeclinic/ac-patient.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0072,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient/link-guest-booking,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/link-guest-booking.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,,false,,CONDITIONALLY_REACHABLE,Patient session required,partials/patient-nav.ejs,public/activeclinic/ac-patient.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0073,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient/offline,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/offline.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,ERROR_STATE,OTHER,false,,false,,REACHABLE,Public offline page,partials/patient-nav.ejs,public/activeclinic/ac-patient.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0074,PATIENT_PORTAL,PATIENT_PORTAL,GET,/clinics/:clinicKey/patient/bookings/:reference,src/activeclinic/http/activeClinicPatientPortalRoutes.js,,views/activeclinic/patient/not-found.ejs,layouts/patient-shell.ejs,DESKTOP|MOBILE,ERROR_STATE,NOT_FOUND,true,,false,,CONDITIONALLY_REACHABLE,Missing booking reference,,,FUNCTIONAL,Also used for clinic resolve failure in patient shell
ACV7-IMPL-0075,AUTH,APP_SHELL,GET,/login,src/activeclinic/http/activeClinicAuthRoutes.js,renderLoginPage,views/activeclinic/auth/login.ejs,layouts/auth-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,false,,false,,REACHABLE,GET /login,partials/auth-brand-panel.ejs|partials/auth-mark.ejs|partials/phone-field.ejs|partials/auth-password-field.ejs,public/activeclinic/ac-auth.js|public/activeclinic/ac-phone-field.js,FUNCTIONAL,Supports ?activated=1 ?reset=1 ?expired=1 notices
ACV7-IMPL-0076,AUTH,APP_SHELL,POST,/login,src/activeclinic/http/activeClinicAuthRoutes.js,renderLoginPage,views/activeclinic/auth/login.ejs,layouts/auth-shell.ejs,DESKTOP|MOBILE,STATE_VARIANT,VALIDATION_ERROR,false,,false,,CONDITIONALLY_REACHABLE,Failed login re-render,,,FUNCTIONAL,
ACV7-IMPL-0077,AUTH,APP_SHELL,GET,/login/select-organization,src/activeclinic/http/activeClinicAuthRoutes.js,renderOrgSelectPage,views/activeclinic/auth/select-organization.ejs,layouts/auth-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,false,,false,,CONDITIONALLY_REACHABLE,Multi-org staff after login,partials/auth-mark.ejs,public/activeclinic/ac-auth.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0078,AUTH,SETTINGS,GET,/account/change-password,src/activeclinic/http/activeClinicAuthRoutes.js,renderChangePasswordPage,views/activeclinic/auth/change-password.ejs,layouts/auth-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,,false,,CONDITIONALLY_REACHABLE,Authenticated staff; sidebar link,partials/auth-password-field.ejs,public/activeclinic/ac-auth.js,FUNCTIONAL,
ACV7-IMPL-0079,AUTH,APP_SHELL,GET,/activate/:token,src/activeclinic/http/activeClinicLifecycleRoutes.js,,views/activeclinic/auth/activate.ejs,layouts/auth-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,false,,false,,CONDITIONALLY_REACHABLE,Invite token link,partials/auth-password-field.ejs,public/activeclinic/ac-auth.js,FUNCTIONAL,
ACV7-IMPL-0080,AUTH,APP_SHELL,GET,/forgot-password,src/activeclinic/http/activeClinicLifecycleRoutes.js,,views/activeclinic/auth/forgot-password.ejs,layouts/auth-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,false,,false,,REACHABLE,GET /forgot-password,partials/phone-field.ejs,public/activeclinic/ac-auth.js,FUNCTIONAL,
ACV7-IMPL-0081,AUTH,APP_SHELL,GET,/reset-password/:token,src/activeclinic/http/activeClinicLifecycleRoutes.js,,views/activeclinic/auth/reset-password.ejs,layouts/auth-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,false,,false,,CONDITIONALLY_REACHABLE,Reset token link,partials/auth-password-field.ejs,public/activeclinic/ac-auth.js,FUNCTIONAL,
ACV7-IMPL-0082,AUTH,APP_SHELL,GET,/activate/:token|/reset-password/:token,src/activeclinic/http/activeClinicLifecycleRoutes.js,renderLifecycleStatePage,views/activeclinic/auth/lifecycle-state.ejs,layouts/auth-shell.ejs,DESKTOP|MOBILE,ERROR_STATE,ERROR,false,,false,,CONDITIONALLY_REACHABLE,Invalid/expired token renders lifecycle-state,,,FUNCTIONAL,Invalid/expired activation or reset
ACV7-IMPL-0083,AUTHENTICATED_APP,APP_SHELL,GET,/app/offline,src/activeclinic/http/activeClinicAppRoutes.js,renderAccessStatePage,views/activeclinic/app/access-state.ejs,,DESKTOP|MOBILE,ERROR_STATE,OTHER,false,,false,,REACHABLE,GET /app/offline → STATE.OFFLINE 503,,,FUNCTIONAL,Offline access-state
ACV7-IMPL-0084,AUTHENTICATED_APP,APP_SHELL,GET,(access-state),src/activeclinic/http/renderActiveClinicAccessState.js,renderAccessStatePage,views/activeclinic/app/access-state.ejs,,DESKTOP|MOBILE,ERROR_STATE,DISABLED,true,,false,,CONDITIONALLY_REACHABLE,Triggered by RBAC/department/session/error middleware,,,FUNCTIONAL,ACCESS_RESTRICTED via middleware/error handler
ACV7-IMPL-0085,AUTHENTICATED_APP,APP_SHELL,GET,(access-state),src/activeclinic/http/renderActiveClinicAccessState.js,renderAccessStatePage,views/activeclinic/app/access-state.ejs,,DESKTOP|MOBILE,ERROR_STATE,NOT_FOUND,true,,false,,CONDITIONALLY_REACHABLE,Triggered by RBAC/department/session/error middleware,,,FUNCTIONAL,NOT_FOUND access-state
ACV7-IMPL-0086,AUTHENTICATED_APP,APP_SHELL,GET,(access-state),src/activeclinic/http/renderActiveClinicAccessState.js,renderAccessStatePage,views/activeclinic/app/access-state.ejs,,DESKTOP|MOBILE,ERROR_STATE,OTHER,true,,false,,CONDITIONALLY_REACHABLE,Triggered by RBAC/department/session/error middleware,,,FUNCTIONAL,CONTEXT_UNAVAILABLE / DEPARTMENT_NOT_CONFIGURED / SESSION_EXPIRED / SERVICE_UNAVAILABLE / REQUEST_ERROR
ACV7-IMPL-0087,AUTHENTICATED_APP,DASHBOARD,GET,/app,src/activeclinic/http/activeClinicAppRoutes.js,,views/activeclinic/app/home-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,POPULATED,true,activeclinic.access,true,,CONDITIONALLY_REACHABLE,Nav Dashboard; requireAuth+permission,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,mode ready when dashboard has data
ACV7-IMPL-0088,AUTHENTICATED_APP,DASHBOARD,GET,/app,src/activeclinic/http/activeClinicAppRoutes.js,,views/activeclinic/app/home-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,EMPTY_STATE,EMPTY,true,activeclinic.access,true,,CONDITIONALLY_REACHABLE,loadActiveClinicDashboardHome mode=empty,partials/ac-inline-state.ejs,,FULLY_DATA_DRIVEN,
ACV7-IMPL-0089,AUTHENTICATED_APP,APP_SHELL,GET,/app/select-facility,src/activeclinic/http/activeClinicAppRoutes.js,,views/activeclinic/app/select-facility-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,,false,,CONDITIONALLY_REACHABLE,Sidebar switch facility,partials/sidebar.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0090,AUTHENTICATED_APP,APP_SHELL,GET,/app/select-organization,src/activeclinic/http/activeClinicAppRoutes.js,,views/activeclinic/app/select-organization-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,,false,,CONDITIONALLY_REACHABLE,Sidebar switch organization,,,FULLY_DATA_DRIVEN,
ACV7-IMPL-0091,AUTHENTICATED_APP,PATIENTS,GET,/app/patients,src/activeclinic/http/activeClinicPatientRoutes.js,,views/activeclinic/app/patients-list-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.patient.search,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,List; emptyMode none/filtered/query_too_short
ACV7-IMPL-0092,AUTHENTICATED_APP,PATIENTS,GET,/app/patients,src/activeclinic/http/activeClinicPatientRoutes.js,,views/activeclinic/app/patients-list-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,EMPTY_STATE,EMPTY,true,activeclinic.patient.search,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,emptyMode rendered via ac-inline-state
ACV7-IMPL-0093,AUTHENTICATED_APP,PATIENTS,GET,/app/patients/new,src/activeclinic/http/activeClinicPatientRoutes.js,,views/activeclinic/app/patient-form-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.patient.create,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0094,AUTHENTICATED_APP,PATIENTS,GET,/app/patients/quick-register,src/activeclinic/http/activeClinicPatientRoutes.js,,views/activeclinic/app/patient-form-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.patient.create|activeclinic.patient.quick_register,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,Quick register form
ACV7-IMPL-0095,AUTHENTICATED_APP,PATIENTS,POST,/app/patients,src/activeclinic/http/activeClinicPatientRoutes.js,,views/activeclinic/app/patient-success-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,SUCCESS_STATE,SUCCESS,true,activeclinic.patient.create,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,Registration success
ACV7-IMPL-0096,AUTHENTICATED_APP,PATIENTS,GET,/app/patients/:patientNumber,src/activeclinic/http/activeClinicPatientRoutes.js,,views/activeclinic/app/patient-profile-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.patient.view,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0097,AUTHENTICATED_APP,PATIENTS,GET,/app/patients/:patientNumber/edit,src/activeclinic/http/activeClinicPatientRoutes.js,,views/activeclinic/app/patient-form-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.patient.update,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0098,AUTHENTICATED_APP,APPOINTMENTS,GET,/app/appointments,src/activeclinic/http/activeClinicAppointmentRoutes.js,,views/activeclinic/app/appointments-list-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.appointment.view,true,appointments,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0099,AUTHENTICATED_APP,APPOINTMENTS,GET,/app/appointments,src/activeclinic/http/activeClinicAppointmentRoutes.js,,views/activeclinic/app/appointments-list-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,EMPTY_STATE,EMPTY,true,activeclinic.appointment.view,true,appointments,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0100,AUTHENTICATED_APP,APPOINTMENTS,GET,/app/appointments/calendar,src/activeclinic/http/activeClinicAppointmentRoutes.js,,views/activeclinic/app/appointments-calendar-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.appointment.view,true,appointments,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0101,AUTHENTICATED_APP,APPOINTMENTS,GET,/app/appointments/new,src/activeclinic/http/activeClinicAppointmentRoutes.js,,views/activeclinic/app/appointment-form-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.appointment.create,true,appointments,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0102,AUTHENTICATED_APP,APPOINTMENTS,GET,/app/appointments/:appointmentId,src/activeclinic/http/activeClinicAppointmentRoutes.js,,views/activeclinic/app/appointment-detail-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.appointment.view,true,appointments,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,Flash booked/updated
ACV7-IMPL-0103,AUTHENTICATED_APP,APPOINTMENTS,GET,/app/appointments/:appointmentId/edit,src/activeclinic/http/activeClinicAppointmentRoutes.js,,views/activeclinic/app/appointment-form-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.appointment.update,true,appointments,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0104,AUTHENTICATED_APP,RECEPTION,GET,/app/reception,src/activeclinic/http/activeClinicReceptionRoutes.js,,views/activeclinic/app/reception-queue-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.reception.view,true,reception,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,?stale=1 warning
ACV7-IMPL-0105,AUTHENTICATED_APP,RECEPTION,GET,/app/reception/call-board,src/activeclinic/http/activeClinicReceptionRoutes.js,,views/activeclinic/app/reception-call-board-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.reception.view,true,reception,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0106,AUTHENTICATED_APP,RECEPTION,GET,/app/reception/check-in,src/activeclinic/http/activeClinicReceptionRoutes.js,,views/activeclinic/app/reception-check-in-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.reception.check_in,true,reception,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0107,AUTHENTICATED_APP,RECEPTION,GET,/app/reception/walk-in,src/activeclinic/http/activeClinicReceptionRoutes.js,,views/activeclinic/app/reception-walk-in-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.reception.check_in,true,reception,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0108,AUTHENTICATED_APP,RECEPTION,GET,/app/reception/queue/:entryId,src/activeclinic/http/activeClinicReceptionRoutes.js,,views/activeclinic/app/reception-queue-detail-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.reception.view,true,reception,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0109,AUTHENTICATED_APP,OTHER,GET,/app/booking-requests,src/activeclinic/http/activeClinicBookingLinkageRoutes.js,,views/activeclinic/app/booking-requests-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.patient.search,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,Staff booking request inbox (public bookings linked here); Staff public-booking request inbox (not patient My Booking)
ACV7-IMPL-0110,AUTHENTICATED_APP,OTHER,GET,/app/booking-requests/:bookingId,src/activeclinic/http/activeClinicBookingLinkageRoutes.js,,views/activeclinic/app/booking-request-detail-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.patient.search,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,Staff public-booking request inbox (not patient My Booking)
ACV7-IMPL-0111,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/clinical-queue-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.encounter.view,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0112,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical/start-encounter,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/clinical-start-encounter-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.encounter.create,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0113,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical/encounter/:encounterId,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/consultation-workspace-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.encounter.view,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0114,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical/encounter/:encounterId/triage,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/triage-assessment-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.triage.manage,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0115,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical/encounter/:encounterId/vitals,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/vital-signs-entry-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.nursing.manage,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0116,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical/encounter/:encounterId/nursing-intake,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/nursing-intake-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.nursing.manage,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
